Year,Season,Year_Season,Site,Plot,Depth,watercontent_g.g.instant,WHC_g.g.instant,NH4.instant,NO3.instant,N_ug.g.instant,watercontent_g.g.incubated,WHC_g.g.incubated,NH4.incubated,NO3.incubated,N_ug.g.incubated
2022,Spring,2022Spring,4,6,0-10,0.041642,0.390479,6.802639,6.295017,13.09766,0.041642,0.390479,0.151103,1.11047,1.261573
2022,Spring,2022Spring,4,7,0-10,0.058397,0.37178,3.13813,4.212213,7.350343,0.058397,0.37178,0.126666,0.947982,1.074648
2022,Spring,2022Spring,4,8,0-10,0.012094,0.364851,2.568412,0.316508,2.88492,0.012094,0.364851,0.141856,1.314067,1.455923
2022,Spring,2022Spring,4,9,0-10,0.049219,0.391376,2.25132,3.734354,5.985674,0.049219,0.391376,0.115374,0.9232,1.038574
2022,Spring,2022Spring,4,10,0-10,0.034342,0.38585,1.344215,3.576692,4.920908,0.034342,0.38585,0.130555,1.088525,1.21908
2022,Spring,2022Spring,4,11,0-10,0.033984,0.377409,1.918867,6.714985,8.633852,0.033984,0.377409,0.150567,1.050984,1.20155
2022,Spring,2022Spring,4,12,0-10,0.016009,0.36642,2.226706,0.591998,2.818704,0.016009,0.36642,0.146654,1.458247,1.6049
2022,Spring,2022Spring,4,13,0-10,0.054208,0.424975,1.41697,3.615104,5.032074,0.054208,0.424975,0.155433,0.953347,1.10878
2022,Spring,2022Spring,5,1,0-10,0.0376,0.45402,1.711459,3.677074,5.388533,0.0376,0.45402,0.252156,0.99539,1.247546
2022,Spring,2022Spring,5,2,0-10,0.042485,0.418081,2.605951,3.92614,6.53209,0.042485,0.418081,0.16998,0.927765,1.097745
2022,Spring,2022Spring,5,3,0-10,0.04213,0.422342,1.795033,5.778262,7.573295,0.04213,0.422342,0.145181,1.09413,1.239311
2022,Spring,2022Spring,5,4,0-10,0.021105,0.391533,1.52476,0.037065,1.561826,0.021105,0.391533,0.117741,1.513283,1.631024
2022,Spring,2022Spring,5,5,0-10,0.015442,0.406752,1.427185,3.237202,4.664387,0.015442,0.406752,0.126717,0.995758,1.122474
2022,Spring,2022Spring,5,6,0-10,0.014699,0.462256,1.033099,0.118437,1.151536,0.014699,0.462256,0.153637,0.139716,0.293353
2022,Spring,2022Spring,5,7,0-10,0.039031,0.449433,1.973328,4.382388,6.355716,0.039031,0.449433,0.169587,1.017796,1.187382
2022,Spring,2022Spring,5,8,0-10,0.076876,0.496768,2.718411,9.797945,12.51636,0.076876,0.496768,0.138805,1.077067,1.215871
2022,Spring,2022Spring,5,9,0-10,0.058388,0.504698,2.779418,6.800286,9.579704,0.058388,0.504698,0.254753,0.999294,1.254047
2022,Spring,2022Spring,5,10,0-10,0.052789,0.412317,2.057934,3.025242,5.083175,0.052789,0.412317,0.176583,1.04953,1.226113
2022,Spring,2022Spring,5,11,0-10,0.053422,0.480722,1.921441,5.380979,7.30242,0.053422,0.480722,0.178889,1.009404,1.188293
2022,Spring,2022Spring,5,12,0-10,0.033171,0.457489,2.238423,0.28587,2.524293,0.033171,0.457489,0.186119,1.066036,1.252155
2022,Spring,2022Spring,5,13,0-10,0.057088,0.485604,2.124936,9.497098,11.62203,0.057088,0.485604,0.232316,1.016849,1.249164
2022,Spring,2022Spring,6,1,0-10,0.075056,0.545782,1.394257,7.663259,9.057517,0.075056,0.545782,0.219543,1.08573,1.305273
2022,Spring,2022Spring,6,2,0-10,0.04042,0.544606,1.001696,0.195084,1.196781,0.04042,0.544606,0.203698,1.454849,1.658547
2022,Spring,2022Spring,6,3,0-10,0.035716,0.496043,1.036973,0.19305,1.230023,0.035716,0.496043,0.139773,1.107436,1.247209
2022,Spring,2022Spring,6,4,0-10,0.078378,0.481825,1.827869,4.769655,6.597524,0.078378,0.481825,0.175769,1.159598,1.335367
2022,Spring,2022Spring,6,5,0-10,0.034568,0.466157,1.51755,6.659257,8.176806,0.034568,0.466157,0.238216,1.044604,1.28282
2022,Spring,2022Spring,6,6,0-10,0.022234,0.418321,1.421748,2.544085,3.965833,0.022234,0.418321,0.192351,0.910486,1.102837
2022,Spring,2022Spring,6,7,0-10,0.045306,0.409408,2.608871,10.36837,12.97724,0.045306,0.409408,0.30621,1.110962,1.417172
2022,Spring,2022Spring,6,8,0-10,0.056814,0.410551,1.347589,4.204761,5.55235,0.056814,0.410551,0.287588,1.025055,1.312643
2022,Spring,2022Spring,6,9,0-10,0.051216,0.396314,1.02872,5.022604,6.051324,0.051216,0.396314,0.264962,1.086842,1.351804
2022,Spring,2022Spring,6,10,0-10,0.034191,0.385465,2.953114,8.888705,11.84182,0.034191,0.385465,0.279443,1.053309,1.332752
2022,Spring,2022Spring,6,11,0-10,0.032707,0.433302,2.685486,10.35953,13.04502,0.032707,0.433302,0.260986,1.094884,1.35587
2022,Spring,2022Spring,6,12,0-10,0.061348,0.469883,1.930451,4.32429,6.254742,0.061348,0.469883,0.213846,1.134753,1.3486
2022,Spring,2022Spring,6,13,0-10,0.022872,0.444408,1.959951,0.684928,2.644879,0.022872,0.444408,0.203206,0.929148,1.132354
2022,Spring,2022Spring,7,1,0-10,0.036887,0.431345,2.435333,0.438419,2.873752,0.036887,0.431345,0.483108,1.044409,1.527517
2022,Spring,2022Spring,7,2,0-10,0.049263,0.398087,1.81084,2.996248,4.807087,0.049263,0.398087,0.169458,0.989345,1.158803
2022,Spring,2022Spring,7,3,0-10,0.035653,0.347271,1.971092,4.216992,6.188084,0.035653,0.347271,0.234249,1.023214,1.257463
2022,Spring,2022Spring,7,4,0-10,0.035084,0.324111,2.020325,2.139007,4.159332,0.035084,0.324111,0.326439,0.883893,1.210332
2022,Spring,2022Spring,7,5,0-10,0.006337,0.376688,3.517787,3.066021,6.583808,0.006337,0.376688,2.17677,1.106152,3.282923
2022,Spring,2022Spring,7,6,0-10,0.028709,0.345723,1.523455,2.549532,4.072986,0.028709,0.345723,0.230432,0.936068,1.1665
2022,Spring,2022Spring,7,7,0-10,0.016506,0.445845,1.834087,0.428801,2.262889,0.016506,0.445845,0.276654,1.065626,1.342279
2022,Spring,2022Spring,7,8,0-10,0.036116,0.445398,0.955876,3.03414,3.990016,0.036116,0.445398,0.230569,0.954542,1.18511
2022,Spring,2022Spring,7,9,0-10,0.030173,0.346624,0.782689,3.967516,4.750205,0.030173,0.346624,0.115932,0.880957,0.996889
2022,Spring,2022Spring,7,10,0-10,0.011801,0.428184,1.884043,1.897713,3.781756,0.011801,0.428184,0.252259,0.832249,1.084508
2022,Spring,2022Spring,7,11,0-10,0.017122,0.3044,1.67341,1.832187,3.505597,0.017122,0.3044,0.248915,0.835835,1.084749
2022,Spring,2022Spring,7,12,0-10,0.013517,0.414137,2.370373,2.026713,4.397086,0.013517,0.414137,0.156985,0.871985,1.02897
2022,Spring,2022Spring,7,13,0-10,0.009662,0.332078,2.116047,0.289934,2.405982,0.009662,0.332078,0.229514,1.604871,1.834384
2022,Spring,2022Spring,8,1,0-10,0.08987,0.588546,3.526581,16.12745,19.65403,0.08987,0.588546,0.332261,1.073284,1.405545
2022,Spring,2022Spring,8,2,0-10,0.047974,0.518451,1.701482,10.73335,12.43483,0.047974,0.518451,0.206646,1.162922,1.369568
2022,Spring,2022Spring,8,3,0-10,0.06477,0.56596,1.656654,8.299523,9.956177,0.06477,0.56596,0.189525,1.043783,1.233308
2022,Spring,2022Spring,8,4,0-10,0.07033,0.585302,2.426116,6.232085,8.6582,0.07033,0.585302,0.197318,0.977622,1.17494
2022,Spring,2022Spring,8,5,0-10,0.019215,0.449926,1.435621,0.142164,1.577785,0.019215,0.449926,0.192417,1.532331,1.724748
2022,Spring,2022Spring,8,6,0-10,0.046797,0.501058,2.230807,4.612713,6.84352,0.046797,0.501058,0.16989,1.171348,1.341238
2022,Spring,2022Spring,8,7,0-10,0.055315,0.509918,11.72616,7.286825,19.01299,0.055315,0.509918,0.232248,1.1493,1.381548
2022,Spring,2022Spring,8,8,0-10,0.082385,0.527893,1.824083,5.464353,7.288435,0.082385,0.527893,0.101856,1.185243,1.2871
2022,Spring,2022Spring,8,9,0-10,0.032941,0.484055,1.630741,0.129329,1.76007,0.032941,0.484055,0.368222,1.104542,1.472764
2022,Spring,2022Spring,8,10,0-10,0.068431,0.547665,1.479515,5.299833,6.779348,0.068431,0.547665,0.162767,1.072128,1.234895
2022,Spring,2022Spring,8,11,0-10,0.041519,0.500362,1.821614,12.67865,14.50027,0.041519,0.500362,0.129681,1.02534,1.15502
2022,Spring,2022Spring,8,12,0-10,0.029075,0.431414,1.022482,0.061049,1.083531,0.029075,0.431414,0.134105,1.086794,1.220899
2022,Spring,2022Spring,8,13,0-10,0.039448,0.401462,1.654583,11.90955,13.56413,0.039448,0.401462,0.168689,0.957689,1.126378
2022,Spring,2022Spring,9,1,0-10,0.033135,0.491438,1.558945,0.127377,1.686322,0.033135,0.491438,0.16801,0.483302,0.651313
2022,Spring,2022Spring,9,2,0-10,0.065721,0.554569,1.995012,3.505247,5.500259,0.065721,0.554569,0.209882,1.096911,1.306793
2022,Spring,2022Spring,9,3,0-10,0.044332,0.526948,2.450369,2.328623,4.778991,0.044332,0.526948,0.299093,1.091828,1.39092
2022,Spring,2022Spring,9,4,0-10,0.07349,0.508415,1.999131,2.31345,4.31258,0.07349,0.508415,5.949064,0.999588,6.948652
2022,Spring,2022Spring,9,5,0-10,0.044194,0.504444,0.479663,0.185177,0.664841,0.044194,0.504444,0.188445,1.281907,1.470352
2022,Spring,2022Spring,9,6,0-10,0.056429,0.498401,1.122405,6.109632,7.232037,0.056429,0.498401,0.146586,0.974461,1.121047
2022,Spring,2022Spring,9,7,0-10,0.070765,0.687646,0.967037,4.136682,5.103719,0.070765,0.687646,0.143145,1.099207,1.242351
2022,Spring,2022Spring,9,8,0-10,0.076545,0.583472,1.26809,6.389331,7.657421,0.076545,0.583472,0.115968,1.071386,1.187354
2022,Spring,2022Spring,9,9,0-10,0.093044,0.633418,0.842941,5.568975,6.411917,0.093044,0.633418,0.149766,1.128949,1.278715
2022,Spring,2022Spring,9,10,0-10,0.074957,0.609432,1.070665,7.88617,8.956835,0.074957,0.609432,NA,1.090896,NA
2022,Spring,2022Spring,9,11,0-10,0.090218,0.629523,0.983007,2.846322,3.829329,0.090218,0.629523,0.130414,1.13526,1.265674
2022,Spring,2022Spring,9,12,0-10,0.058695,0.546041,0.684009,1.81167,2.49568,0.058695,0.546041,0.113486,0.933701,1.047187
2022,Spring,2022Spring,9,13,0-10,0.012606,0.425989,0.881375,0.288838,1.170213,0.012606,0.425989,0.152804,0.809305,0.962109
2022,Spring,2022Spring,10,1,0-10,0.07533,0.403651,3.728569,8.185109,11.91368,0.07533,0.403651,0.223663,1.012762,1.236425
2022,Spring,2022Spring,10,2,0-10,0.03562,0.433452,0.671876,0.373253,1.045129,0.03562,0.433452,0.199823,0.979508,1.179331
2022,Spring,2022Spring,10,3,0-10,0.059603,0.447576,1.28863,2.384225,3.672856,0.059603,0.447576,0.167345,0.877915,1.04526
2022,Spring,2022Spring,10,4,0-10,0.065542,0.453694,1.029606,2.464478,3.494085,0.065542,0.453694,0.15434,0.913276,1.067615
2022,Spring,2022Spring,10,5,0-10,0.068528,0.453567,0.855824,1.260578,2.116402,0.068528,0.453567,0.18843,0.8438,1.03223
2022,Spring,2022Spring,10,6,0-10,0.059223,0.454587,0.66178,0.264804,0.926584,0.059223,0.454587,0.206339,1.072273,1.278611
2022,Spring,2022Spring,10,7,0-10,0.063627,0.456362,2.532358,4.357225,6.889583,0.063627,0.456362,0.364468,1.050843,1.415312
2022,Spring,2022Spring,10,8,0-10,0.095375,0.452301,1.471357,4.282441,5.753798,0.095375,0.452301,0.205134,1.16006,1.365194
2022,Spring,2022Spring,10,9,0-10,0.049892,0.473285,1.565969,0.634472,2.20044,0.049892,0.473285,0.19334,0.827076,1.020416
2022,Spring,2022Spring,10,10,0-10,0.08427,0.284636,0.825705,3.763477,4.589182,0.08427,0.284636,0.215773,1.017156,1.23293
2022,Spring,2022Spring,10,11,0-10,0.056208,0.429668,1.183218,0.136322,1.31954,0.056208,0.429668,0.196613,1.070629,1.267242
2022,Spring,2022Spring,10,12,0-10,0.063732,0.400391,1.203876,4.154358,5.358235,0.063732,0.400391,0.241607,1.023409,1.265016
2022,Spring,2022Spring,10,13,0-10,0.036699,0.321254,2.224537,3.300489,5.525025,0.036699,0.321254,0.173744,0.857538,1.031282
2022,Fall,2022Fall,1,1,0-10,0.254697,NA,5.914412,1.486817,7.401229,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,2,0-10,0.262814,NA,12.67217,2.246326,14.91849,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,3,0-10,0.237595,NA,3.607565,0.70973,4.317295,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,4,0-10,0.263359,NA,6.863249,1.053592,7.916841,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,5,0-10,0.223223,NA,8.340286,2.226799,10.56708,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,6,0-10,0.258237,NA,8.867374,2.03285,10.90022,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,7,0-10,0.240799,NA,7.877489,3.11812,10.99561,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,8,0-10,0.303375,NA,7.65659,4.777548,12.43414,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,9,0-10,0.213623,NA,8.416938,3.186278,11.60322,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,10,0-10,0.232115,NA,6.158392,2.842081,9.000474,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,11,0-10,0.293456,NA,4.254248,0.974086,5.228335,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,12,0-10,0.258958,NA,3.92379,0.790228,4.714018,NA,NA,NA,NA,NA
2022,Fall,2022Fall,1,13,0-10,0.213753,NA,1.727046,0.115339,1.842385,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,1,0-10,0.241137,NA,6.35303,0.251113,6.604142,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,2,0-10,0.230083,NA,2.999427,0.401644,3.401071,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,3,0-10,0.231125,NA,4.481016,0.387862,4.868878,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,4,0-10,0.322241,NA,4.569434,1.903445,6.472879,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,5,0-10,0.267026,NA,4.760305,2.966421,7.726726,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,6,0-10,0.240591,NA,3.415957,0.906562,4.322519,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,7,0-10,0.231198,NA,1.670648,3.106327,4.776975,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,8,0-10,0.285663,NA,6.09767,2.491222,8.588893,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,9,0-10,0.266902,NA,3.273152,0.624181,3.897333,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,10,0-10,0.262934,NA,4.152029,1.681644,5.833673,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,11,0-10,0.271857,NA,2.715466,0.873945,3.589411,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,12,0-10,0.199208,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Fall,2022Fall,10,13,0-10,0.154158,NA,3.294176,3.104945,6.399121,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,1,0-10,0.149562,NA,4.639044,3.480961,8.120005,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,2,0-10,0.125289,NA,3.104936,0.397453,3.502389,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,3,0-10,0.152052,NA,3.535512,1.777662,5.313174,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,4,0-10,0.143067,NA,2.413954,1.455465,3.86942,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,5,0-10,0.138123,NA,2.858216,3.107921,5.966138,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,6,0-10,0.174467,NA,4.84531,1.634775,6.480086,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,7,0-10,0.162076,NA,4.744642,5.550148,10.29479,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,8,0-10,0.161685,NA,2.556385,3.629157,6.185542,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,9,0-10,0.156448,NA,3.692648,0.724892,4.41754,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,10,0-10,0.168506,NA,10.77513,2.631619,13.40675,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,11,0-10,0.194004,NA,8.483378,0.575969,9.059347,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,12,0-10,0.18493,NA,4.515081,0.711666,5.226747,NA,NA,NA,NA,NA
2022,Fall,2022Fall,2,13,0-10,0.171628,NA,2.366886,0.129829,2.496715,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,1,0-10,0.174972,NA,3.353368,0.758327,4.111695,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,2,0-10,0.199489,NA,3.50111,0.985958,4.487068,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,3,0-10,0.256364,NA,3.945416,0.359658,4.305074,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,4,0-10,0.18685,NA,3.193303,0.464498,3.657801,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,5,0-10,0.193548,NA,7.121125,4.220163,11.341288,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,6,0-10,0.177267,NA,2.914532,0.457678,3.37221,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,7,0-10,0.179248,NA,4.342198,2.693925,7.036123,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,8,0-10,0.187583,NA,3.534578,0.375937,3.910515,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,9,0-10,0.172561,NA,5.701061,0.288199,5.98926,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,10,0-10,0.183033,NA,3.820363,0.30561,4.125973,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,11,0-10,0.17831,NA,2.459963,0.675306,3.135269,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,12,0-10,0.155667,NA,4.068442,0.484902,4.553344,NA,NA,NA,NA,NA
2022,Fall,2022Fall,3,13,0-10,0.205104,NA,6.884842,0.566161,7.451003,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,1,0-10,0.080617,NA,3.285443,0.910023,4.195467,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,2,0-10,0.094056,NA,5.518688,1.199738,6.718426,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,3,0-10,0.108866,NA,2.678949,0.960123,3.639072,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,4,0-10,0.110524,NA,2.371232,0.436227,2.807459,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,5,0-10,0.085575,NA,5.184272,1.351562,6.535834,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,6,0-10,0.112462,NA,4.816397,1.211554,6.027951,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,7,0-10,0.129857,NA,2.819287,4.940542,7.759829,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,8,0-10,0.090197,NA,1.345197,0.492611,1.837808,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,9,0-10,0.082534,NA,1.092927,1.17664,2.269567,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,10,0-10,0.088612,NA,3.426471,0.974586,4.401057,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,11,0-10,0.079806,NA,2.604188,2.155287,4.759475,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,12,0-10,0.091192,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Fall,2022Fall,4,13,0-10,0.088789,NA,6.041252,0.874668,6.91592,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,1,0-10,0.157948,NA,4.291626,1.121389,5.413016,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,2,0-10,0.150661,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,3,0-10,0.1455,NA,3.331857,1.584534,4.916391,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,4,0-10,0.13304,NA,3.254546,0.302067,3.556612,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,5,0-10,0.1347,NA,3.967607,0.958971,4.926578,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,6,0-10,0.158387,NA,2.775995,0.598006,3.374001,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,7,0-10,0.147501,NA,4.482694,0.125291,4.607986,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,8,0-10,0.169086,NA,1.884554,2.133521,4.018074,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,9,0-10,0.191449,NA,2.887022,1.152757,4.03978,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,10,0-10,0.138834,NA,10.07778,9.830493,19.90827,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,11,0-10,0.13496,NA,3.667405,10.68133,14.34873,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,12,0-10,0.17712,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Fall,2022Fall,5,13,0-10,0.17313,NA,10.4206,3.726766,14.14737,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,1,0-10,0.233029,NA,8.166599,3.761395,11.92799,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,2,0-10,0.287005,NA,3.957487,0.71131,4.668797,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,3,0-10,0.191721,NA,2.259765,0.526363,2.786129,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,4,0-10,0.209604,NA,3.208326,5.296858,8.505185,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,5,0-10,0.187249,NA,9.349923,5.338092,14.68801,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,6,0-10,0.185083,NA,4.303019,2.780457,7.083476,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,7,0-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,8,0-10,0.153979,NA,2.973562,1.078139,4.051701,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,9,0-10,0.171625,NA,3.637192,3.012521,6.649714,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,10,0-10,0.152391,NA,2.76107,2.272945,5.034014,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,11,0-10,0.179403,NA,6.863097,3.675567,10.53866,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,12,0-10,0.208164,NA,2.817659,5.207041,8.024701,NA,NA,NA,NA,NA
2022,Fall,2022Fall,6,13,0-10,0.178391,NA,3.224498,1.024237,4.248735,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,1,0-10,0.1536,NA,2.208828,0.329288,2.538116,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,2,0-10,0.14119,NA,2.197273,0.809054,3.006327,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,3,0-10,0.112493,NA,4.054385,1.062519,5.116904,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,4,0-10,0.106888,NA,4.248009,0.681933,4.929942,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,5,0-10,0.100161,NA,3.065511,0.607227,3.672738,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,6,0-10,0.097585,NA,3.408514,0.455218,3.863732,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,7,0-10,0.182097,NA,2.0281,0.884759,2.912859,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,8,0-10,0.147454,NA,3.617334,0.502151,4.119485,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,9,0-10,0.100983,NA,4.337106,0.503985,4.841091,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,10,0-10,0.115199,NA,4.323596,0.504927,4.828523,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,11,0-10,0.085522,NA,2.837212,1.088031,3.925243,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,12,0-10,0.111701,NA,3.373772,0.377375,3.751147,NA,NA,NA,NA,NA
2022,Fall,2022Fall,7,13,0-10,0.107734,NA,1.636494,0.21564,1.852134,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,1,0-10,0.206314,NA,6.451534,2.654717,9.106251,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,2,0-10,0.204467,NA,5.13068,2.272346,7.403026,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,3,0-10,0.202502,NA,6.8121,1.643569,8.455669,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,4,0-10,0.214798,NA,4.565568,5.25677,9.822338,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,5,0-10,0.19005,NA,2.327169,0.355021,2.68219,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,6,0-10,0.179839,NA,4.361185,0.825607,5.186792,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,7,0-10,0.209134,NA,8.752956,3.144057,11.89701,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,8,0-10,0.207222,NA,5.657149,5.261772,10.91892,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,9,0-10,0.212333,NA,2.90063,0.700618,3.601248,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,10,0-10,0.197,NA,8.526547,0.877161,9.403708,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,11,0-10,0.197162,NA,4.845153,0.929242,5.774395,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,12,0-10,0.187403,NA,2.723673,0.934091,3.657763,NA,NA,NA,NA,NA
2022,Fall,2022Fall,8,13,0-10,0.198311,NA,5.745859,1.987354,7.733213,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,1,0-10,0.216525,NA,1.793254,0.453526,2.24678,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,2,0-10,0.285182,NA,2.504972,1.013689,3.518661,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,3,0-10,0.264077,NA,3.556272,1.580482,5.136755,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,4,0-10,0.40748,NA,3.8537,2.861834,6.715534,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,5,0-10,0.319448,NA,2.232145,0.86591,3.098056,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,6,0-10,-0.98067,NA,1.611376,1.904166,3.515542,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,7,0-10,0.313402,NA,3.778527,1.383083,5.16161,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,8,0-10,0.262315,NA,5.821875,0.67128,6.493155,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,9,0-10,0.272501,NA,3.117273,6.554074,9.671347,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,10,0-10,0.375916,NA,3.109821,5.443146,8.552967,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,11,0-10,-0.7967,NA,1.178978,1.312897,2.491875,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,12,0-10,0.309374,NA,3.269964,2.219659,5.489623,NA,NA,NA,NA,NA
2022,Fall,2022Fall,9,13,0-10,0.201761,NA,1.344229,0.795177,2.139406,NA,NA,NA,NA,NA
