Site,Plot,Year,ALDE,BRAR5,BRBR5,BRTE,BUAR3,CHJU,ERCI6,HOUM,LASE,POBU,SECE,SIAL2,TACA8,TRDU,VEDU,VUMY
7,10,2022,0,0,0,0.571428571,0,0.428571429,0,0,0,0,0,0,0,0,0,0
7,10,2023,0,0,0,0.307692308,0,0.692307692,0,0,0,0,0,0,0,0,0,0
7,10,2024,0,0,0,0.428571429,0,0.321428571,0.25,0,0,0,0,0,0,0,0,0
7,11,2021,0,0,0,0.756097561,0,0.219512195,0.024390244,0,0,0,0,0,0,0,0,0
7,11,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,11,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,12,2021,0,0,0,0.647058824,0,0.352941176,0,0,0,0,0,0,0,0,0,0
7,12,2022,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0
7,12,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,12,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,13,2021,0,0,0,0.847826087,0,0.130434783,0,0,0,0,0.02173913,0,0,0,0,0
7,13,2022,0,0,0,0.76119403,0,0.208955224,0.029850746,0,0,0,0,0,0,0,0,0
7,13,2023,0,0,0,0.666666667,0,0.277777778,0.055555556,0,0,0,0,0,0,0,0,0
7,13,2024,0,0,0,0.712121212,0,0.196969697,0.075757576,0,0.015151515,0,0,0,0,0,0,0
8,1,2021,0,0.372881356,0,0.305084746,0,0.220338983,0.06779661,0,0.033898305,0,0,0,0,0,0,0
8,1,2022,0,0.1,0,0,0,0.8,0,0,0,0.1,0,0,0,0,0,0
8,1,2023,0,0.128205128,0,0,0,0.871794872,0,0,0,0,0,0,0,0,0,0
8,1,2024,0,0.622641509,0,0.056603774,0,0.283018868,0,0,0,0.037735849,0,0,0,0,0,0
8,2,2021,0,0.289473684,0,0.157894737,0,0.5,0.052631579,0,0,0,0,0,0,0,0,0
8,2,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,2023,0,0.054054054,0,0,0,0.918918919,0,0,0,0.027027027,0,0,0,0,0,0
8,2,2024,0,0.382978723,0,0.085106383,0,0.361702128,0.14893617,0,0,0.021276596,0,0,0,0,0,0
8,3,2021,0,0.142857143,0.035714286,0.035714286,0,0.392857143,0.392857143,0,0,0,0,0,0,0,0,0
8,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,3,2023,0,0.078947368,0,0,0,0.868421053,0.052631579,0,0,0,0,0,0,0,0,0
8,3,2024,0,0.285714286,0.023809524,0.071428571,0,0.380952381,0.238095238,0,0,0,0,0,0,0,0,0
8,4,2021,0,0.264705882,0.029411765,0.058823529,0,0.323529412,0.294117647,0,0.029411765,0,0,0,0,0,0,0
8,4,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,2023,0,0.095238095,0,0,0,0.761904762,0.095238095,0,0.047619048,0,0,0,0,0,0,0
8,4,2024,0,0.244444444,0.177777778,0,0,0.244444444,0.311111111,0,0,0.022222222,0,0,0,0,0,0
8,5,2021,0,0.227272727,0,0.227272727,0,0.181818182,0.363636364,0,0,0,0,0,0,0,0,0
8,5,2022,0,0.021052632,0,0.378947368,0,0.052631579,0.463157895,0,0.021052632,0.063157895,0,0,0,0,0,0
8,5,2023,0,0.222222222,0,0.388888889,0,0.138888889,0.222222222,0,0.027777778,0,0,0,0,0,0,0
8,5,2024,0,0.38,0,0.35,0,0,0.21,0,0.01,0.03,0,0,0.02,0,0,0
8,6,2021,0,0.166666667,0.041666667,0.333333333,0,0.125,0.291666667,0,0,0.041666667,0,0,0,0,0,0
8,6,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,6,2023,0,0.125,0,0.125,0,0.5,0.25,0,0,0,0,0,0,0,0,0
8,6,2024,0,0.204545455,0,0.113636364,0,0.090909091,0.590909091,0,0,0,0,0,0,0,0,0
8,7,2021,0,0.177777778,0,0.288888889,0,0.244444444,0.288888889,0,0,0,0,0,0,0,0,0
8,7,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,2023,0,0,0,0,0,0.869565217,0.086956522,0,0,0.043478261,0,0,0,0,0,0
8,7,2024,0,0.3125,0,0,0,0.4375,0.25,0,0,0,0,0,0,0,0,0
8,8,2021,0,0.533333333,0,0.133333333,0,0.133333333,0.133333333,0,0,0,0,0,0.066666667,0,0,0
8,8,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,2023,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0
8,8,2024,0,0.48,0,0,0,0.16,0.36,0,0,0,0,0,0,0,0,0
8,9,2021,0,0.324324324,0,0.027027027,0,0.567567568,0.054054054,0,0,0,0,0,0.027027027,0,0,0
8,9,2022,0,0.417910448,0,0.164179104,0,0.298507463,0.029850746,0,0,0.044776119,0,0,0.044776119,0,0,0
8,9,2023,0,0.275862069,0,0.114942529,0,0.448275862,0.045977011,0,0,0.08045977,0,0,0.034482759,0,0,0
8,9,2024,0,0.565217391,0,0.101449275,0,0.115942029,0.014492754,0,0,0.014492754,0,0,0.188405797,0,0,0
8,10,2021,0,0.368421053,0,0.026315789,0,0.447368421,0.052631579,0,0,0,0,0,0.105263158,0,0,0
8,10,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,10,2023,0,0.038461538,0,0,0,0.846153846,0.096153846,0,0,0.019230769,0,0,0,0,0,0
8,10,2024,0,0.041666667,0,0,0,0.958333333,0,0,0,0,0,0,0,0,0,0
8,11,2021,0,0.424242424,0,0,0,0.575757576,0,0,0,0,0,0,0,0,0,0
8,11,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,2023,0,0.057142857,0,0,0,0.942857143,0,0,0,0,0,0,0,0,0,0
8,11,2024,0,0.305555556,0,0,0,0.694444444,0,0,0,0,0,0,0,0,0,0
8,12,2021,0,0.30952381,0,0.047619048,0,0.285714286,0.333333333,0,0,0.023809524,0,0,0,0,0,0
8,12,2022,0,0.074468085,0.010638298,0.265957447,0,0.20212766,0.276595745,0,0.063829787,0.095744681,0,0,0.010638298,0,0,0
8,12,2023,0,0.490566038,0.037735849,0,0,0.320754717,0.018867925,0,0,0.094339623,0,0,0.018867925,0.018867925,0,0
8,12,2024,0,0.536585366,0,0.048780488,0,0.146341463,0.012195122,0,0,0.182926829,0,0,0.06097561,0.012195122,0,0
8,13,2021,0,0.25,0.035714286,0,0,0.285714286,0.214285714,0,0,0,0,0,0.214285714,0,0,0
8,13,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,2023,0,0,0,0,0,0.857142857,0,0,0,0.142857143,0,0,0,0,0,0
8,13,2024,0,0.32,0,0,0,0.56,0,0,0,0,0,0,0.12,0,0,0
9,1,2021,0,0.130434783,0,0.108695652,0,0.456521739,0,0,0,0.02173913,0,0,0.282608696,0,0,0
9,1,2022,0,0.198198198,0,0.108108108,0,0.216216216,0.009009009,0,0.009009009,0.063063063,0,0,0.396396396,0,0,0
9,1,2023,0,0.129032258,0,0.043010753,0,0.344086022,0,0,0,0.010752688,0,0,0.47311828,0,0,0
9,1,2024,0,0.170212766,0,0,0,0.308510638,0,0,0.010638298,0.021276596,0,0,0.489361702,0,0,0
9,2,2021,0,0.294117647,0.029411765,0.176470588,0,0.088235294,0,0,0.323529412,0.058823529,0,0,0.029411765,0,0,0
9,2,2022,0,0,0,0.142857143,0,0,0,0,0.142857143,0.714285714,0,0,0,0,0,0
9,2,2023,0,0.064516129,0,0,0,0.774193548,0,0,0,0.161290323,0,0,0,0,0,0
9,2,2024,0,0.243902439,0.024390244,0.024390244,0,0.268292683,0,0,0,0.146341463,0,0,0.292682927,0,0,0
9,3,2021,0,0.325301205,0.060240964,0.144578313,0.012048193,0.204819277,0,0,0.21686747,0.036144578,0,0,0,0,0,0
9,3,2022,0,0,0,0,0,0,0,0,0,0.818181818,0,0,0,0.181818182,0,0
9,3,2023,0,0.222222222,0,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0
9,3,2024,0,0.421052632,0.175438596,0,0,0.315789474,0,0,0,0.035087719,0,0,0,0.01754386,0,0.035087719
9,4,2021,0,0.2,0.054545455,0.218181818,0,0.145454545,0,0,0.381818182,0,0,0,0,0,0,0
9,4,2022,0,0.2,0.2,0,0,0.3,0,0,0,0.1,0,0,0,0.2,0,0
9,4,2023,0,0,0.214285714,0,0,0.785714286,0,0,0,0,0,0,0,0,0,0
9,4,2024,0,0.555555556,0.037037037,0.111111111,0,0.222222222,0,0,0,0.074074074,0,0,0,0,0,0
9,5,2021,0,0.263157895,0.157894737,0.394736842,0,0,0,0,0.131578947,0.052631579,0,0,0,0,0,0
9,5,2022,0,0.0875,0.2375,0.1375,0,0.0125,0,0,0.225,0.1625,0,0.1125,0.0125,0.0125,0,0
9,5,2023,0,0.25,0.196428571,0.053571429,0,0.035714286,0,0,0.339285714,0.125,0,0,0,0,0,0
9,5,2024,0,0.233333333,0.316666667,0.033333333,0,0.05,0,0.016666667,0.05,0.283333333,0,0,0,0.016666667,0,0
9,6,2021,0,0.288135593,0.033898305,0.237288136,0,0.203389831,0,0,0.203389831,0.033898305,0,0,0,0,0,0
9,6,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,6,2023,0,0.111111111,0,0,0,0.666666667,0,0,0.222222222,0,0,0,0,0,0,0
9,6,2024,0,0.307692308,0.230769231,0,0,0.461538462,0,0,0,0,0,0,0,0,0,0
9,7,2021,0,0.50877193,0.105263158,0.157894737,0,0,0,0.01754386,0.122807018,0.070175439,0,0,0.01754386,0,0,0
9,7,2022,0,0.666666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0
9,7,2023,0,0,0,0,0,0.25,0,0,0.5,0.25,0,0,0,0,0,0
9,7,2024,0,0,0,0,0,0.2,0,0,0,0.6,0,0,0.2,0,0,0
9,8,2021,0,0.357142857,0.071428571,0.392857143,0,0.178571429,0,0,0,0,0,0,0,0,0,0
9,8,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,8,2023,0,0.103448276,0,0,0,0.793103448,0,0,0,0.103448276,0,0,0,0,0,0
9,8,2024,0,0.28,0.18,0.08,0,0.34,0,0,0.02,0.1,0,0,0,0,0,0
9,9,2021,0,0.625,0.025,0.125,0,0,0,0.025,0.1,0.1,0,0,0,0,0,0
9,9,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,9,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,9,2024,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
9,10,2021,0,0.153846154,0.115384615,0.307692308,0,0.115384615,0,0.038461538,0.038461538,0.192307692,0,0,0,0.038461538,0,0
9,10,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,10,2023,0,0,0,0,0,0.875,0,0,0,0.125,0,0,0,0,0,0
9,10,2024,0,0.125,0,0,0,0.375,0,0,0,0.1875,0,0,0,0.3125,0,0
9,11,2021,0,0.194029851,0.059701493,0.298507463,0,0,0,0.029850746,0.388059701,0.014925373,0,0,0,0.014925373,0,0
9,11,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,2023,0,0,0,0,0,0.833333333,0,0,0.166666667,0,0,0,0,0,0,0
9,11,2024,0,0.214285714,0.357142857,0.071428571,0,0,0,0,0,0.071428571,0,0,0,0.285714286,0,0
9,12,2021,0,0.214285714,0.214285714,0.214285714,0,0.053571429,0,0,0.178571429,0.125,0,0,0,0,0,0
9,12,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,12,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,12,2024,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0
9,13,2021,0,0.06779661,0.389830508,0.186440678,0,0.050847458,0,0,0.050847458,0.254237288,0,0,0,0,0,0
9,13,2022,0,0.077777778,0.355555556,0.133333333,0,0.044444444,0,0,0.066666667,0.288888889,0,0.033333333,0,0,0,0
9,13,2023,0,0.294117647,0,0,0,0.058823529,0,0,0.235294118,0.411764706,0,0,0,0,0,0
9,13,2024,0,0.011111111,0.366666667,0.177777778,0,0.022222222,0,0.022222222,0.011111111,0.288888889,0,0.1,0,0,0,0
10,1,2021,0,0.328358209,0,0.432835821,0,0.223880597,0,0,0,0,0,0,0,0.014925373,0,0
10,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,1,2024,0,0.230769231,0,0.038461538,0,0.692307692,0,0,0,0,0,0,0,0.038461538,0,0
10,2,2021,0,0.293103448,0.017241379,0.568965517,0,0.051724138,0,0,0.051724138,0,0,0,0,0,0,0.017241379
10,2,2022,0,0.268817204,0.021505376,0.419354839,0,0.150537634,0,0,0.096774194,0.010752688,0,0,0,0,0,0.032258065
10,2,2023,0,0.775862069,0,0,0,0.224137931,0,0,0,0,0,0,0,0,0,0
10,2,2024,0,0.618421053,0,0.223684211,0,0.144736842,0,0,0.013157895,0,0,0,0,0,0,0
10,3,2021,0,0.125,0,0.375,0,0.208333333,0,0,0.208333333,0.041666667,0,0,0,0,0,0.041666667
10,3,2022,0,0.25,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0
10,3,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,3,2024,0,0.133333333,0,0,0,0.866666667,0,0,0,0,0,0,0,0,0,0
10,4,2021,0,0.296703297,0,0.395604396,0,0.241758242,0,0.010989011,0.032967033,0,0,0,0,0.021978022,0,0
10,4,2022,0,0.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
10,4,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,4,2024,0,0.176470588,0,0,0,0.823529412,0,0,0,0,0,0,0,0,0,0
10,5,2021,0,0.340206186,0.051546392,0.216494845,0,0.381443299,0,0,0.010309278,0,0,0,0,0,0,0
10,5,2022,0,0.529411765,0,0.235294118,0,0.235294118,0,0,0,0,0,0,0,0,0,0
10,5,2023,0,0.088235294,0,0.029411765,0,0.882352941,0,0,0,0,0,0,0,0,0,0
10,5,2024,0,0.346153846,0,0.076923077,0,0.576923077,0,0,0,0,0,0,0,0,0,0
10,6,2021,0,0.148648649,0.054054054,0.581081081,0,0.175675676,0,0,0.027027027,0.013513514,0,0,0,0,0,0
10,6,2022,0,0.160493827,0.160493827,0.382716049,0,0.234567901,0,0,0.024691358,0.037037037,0,0,0,0,0,0
10,6,2023,0,0.222222222,0.12962963,0,0,0.62962963,0,0,0.018518519,0,0,0,0,0,0,0
10,6,2024,0,0.4,0.254545455,0.181818182,0,0.163636364,0,0,0,0,0,0,0,0,0,0
10,7,2021,0,0.166666667,0.071428571,0.404761905,0,0.297619048,0,0,0,0,0,0,0,0,0,0.05952381
10,7,2022,0,0,0,0.258064516,0,0.741935484,0,0,0,0,0,0,0,0,0,0
10,7,2023,0,0.166666667,0,0,0,0.8125,0,0.020833333,0,0,0,0,0,0,0,0
10,7,2024,0,0.4,0.057142857,0,0,0.542857143,0,0,0,0,0,0,0,0,0,0
10,8,2021,0,0.121212121,0,0.46969697,0.015151515,0.318181818,0,0,0.060606061,0.015151515,0,0,0,0,0,0
10,8,2022,0,0,0,0.111111111,0.111111111,0.777777778,0,0,0,0,0,0,0,0,0,0
10,8,2023,0,0.136363636,0,0,0,0.863636364,0,0,0,0,0,0,0,0,0,0
10,8,2024,0,0.45,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
10,9,2021,0,0.157894737,0,0.561403509,0,0.263157895,0,0,0,0.01754386,0,0,0,0,0,0
10,9,2022,0,0,0,0,0,0.833333333,0,0,0,0.166666667,0,0,0,0,0,0
10,9,2023,0,0.15625,0,0,0,0.84375,0,0,0,0,0,0,0,0,0,0
10,9,2024,0,0.263157895,0,0.052631579,0,0.684210526,0,0,0,0,0,0,0,0,0,0
10,10,2021,0,0.094339623,0,0.58490566,0,0.20754717,0,0,0.075471698,0.018867925,0,0,0,0.018867925,0,0
10,10,2022,0,0,0,0,0,0.416666667,0,0,0.25,0.333333333,0,0,0,0,0,0
10,10,2023,0,0,0,0,0,0.948717949,0,0,0,0.051282051,0,0,0,0,0,0
10,10,2024,0,0.085714286,0,0,0,0.828571429,0,0,0,0.085714286,0,0,0,0,0,0
10,11,2021,0,0.289473684,0,0.25,0,0.434210526,0,0,0,0.026315789,0,0,0,0,0,0
10,11,2022,0,0.376811594,0,0.101449275,0,0.362318841,0,0,0.014492754,0.130434783,0,0,0,0.014492754,0,0
10,11,2023,0,0.220338983,0,0.016949153,0,0.627118644,0,0,0,0.13559322,0,0,0,0,0,0
10,11,2024,0,0.555555556,0,0,0,0.37037037,0,0,0,0.074074074,0,0,0,0,0,0
10,12,2021,0,0.063492063,0,0.73015873,0,0.174603175,0,0.015873016,0,0,0,0,0,0.015873016,0,0
10,12,2022,0,0,0,0.166666667,0,0.833333333,0,0,0,0,0,0,0,0,0,0
10,12,2023,0,0,0,0.037037037,0,0.962962963,0,0,0,0,0,0,0,0,0,0
10,12,2024,0,0.111111111,0,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0
10,13,2021,0,0.230769231,0,0.446153846,0,0.215384615,0.030769231,0,0,0.030769231,0,0,0,0,0,0.046153846
10,13,2022,0,0,0.090909091,0.454545455,0,0.181818182,0,0,0,0.090909091,0,0,0,0.181818182,0,0
10,13,2023,0,0,0,0.05,0,0.85,0,0,0,0.1,0,0,0,0,0,0
10,13,2024,0,0.19047619,0,0.095238095,0,0.619047619,0,0,0.047619048,0.047619048,0,0,0,0,0,0
